alpha_3,ADM0_PCODE,ADM0_REF,ADM1_PCODE,ADM1_REF,ADM2_PCODE,ADM2_REF,ADM3_PCODE,ADM3_REF,ADM_LEVEL,ADM_PCODE,ADM_REF,Season,CHIRPS_mean,CHIRPS_min,CHIRPS_max
KEN,KE,Kenya,KE030,Baringo,,,,,1,KE030,Baringo,marmay,187.40189,78.50803,437.32706
KEN,KE,Kenya,KE031,Laikipia,,,,,1,KE031,Laikipia,marmay,133.95,38.07602,313.55518
KEN,KE,Kenya,KE032,Nakuru,,,,,1,KE032,Nakuru,marmay,300.25118,57.95947,737.591
KEN,KE,Kenya,KE033,Narok,,,,,1,KE033,Narok,marmay,307.14328,-87.9906,753.05127
KEN,KE,Kenya,KE034,Kajiado,,,,,1,KE034,Kajiado,marmay,267.15796,24.44846,607.9032
KEN,KE,Kenya,KE035,Kericho,,,,,1,KE035,Kericho,marmay,84.12908,-36.45569,215.04773
KEN,KE,Kenya,KE036,Bomet,,,,,1,KE036,Bomet,marmay,91.51105,-9.3963,176.27844
KEN,KE,Kenya,KE037,Kakamega,,,,,1,KE037,Kakamega,marmay,38.59805,-25.36298,119.06662
KEN,KE,Kenya,KE038,Vihiga,,,,,1,KE038,Vihiga,marmay,74.53973,34.8833,106.27417
KEN,KE,Kenya,KE039,Bungoma,,,,,1,KE039,Bungoma,marmay,25.82985,-25.67737,102.78156
KEN,KE,Kenya,KE040,Busia,,,,,1,KE040,Busia,marmay,41.05084,-30.63019,115.65442
KEN,KE,Kenya,KE041,Siaya,,,,,1,KE041,Siaya,marmay,40.45672,6.16327,122.17926
KEN,KE,Kenya,KE042,Kisumu,,,,,1,KE042,Kisumu,marmay,82.67768,20.328,135.30988
KEN,KE,Kenya,KE043,Homa Bay,,,,,1,KE043,Homa Bay,marmay,8.17577,-99.45505,132.42181
KEN,KE,Kenya,KE044,Migori,,,,,1,KE044,Migori,marmay,-72.06602,-122.98596,25.89856
KEN,KE,Kenya,KE045,Kisii,,,,,1,KE045,Kisii,marmay,56.94512,-33.22498,142.28369
KEN,KE,Kenya,KE046,Nyamira,,,,,1,KE046,Nyamira,marmay,102.76086,57.22693,139.2937
KEN,KE,Kenya,KE047,Nairobi,,,,,1,KE047,Nairobi,marmay,545.88559,441.60922,660.9303
SOM,SO,Somalia,SO11,Awdal,,,,,1,SO11,Awdal,marmay,-21.93534,-86.37727,13.19562
SOM,SO,Somalia,SO12,Woqooyi Galbeed,,,,,1,SO12,Woqooyi Galbeed,marmay,-3.77071,-64.47488,77.20235
SOM,SO,Somalia,SO13,Togdheer,,,,,1,SO13,Togdheer,marmay,13.57688,-39.14626,88.09897
SOM,SO,Somalia,SO14,Sool,,,,,1,SO14,Sool,marmay,23.19205,-8.11987,72.48398
SOM,SO,Somalia,SO15,Sanaag,,,,,1,SO15,Sanaag,marmay,33.98933,-26.61911,190.8085
SOM,SO,Somalia,SO16,Bari,,,,,1,SO16,Bari,marmay,3.48574,-35.78473,151.3719
SOM,SO,Somalia,SO17,Nugaal,,,,,1,SO17,Nugaal,marmay,36.49684,-6.84518,139.28552
SOM,SO,Somalia,SO18,Mudug,,,,,1,SO18,Mudug,marmay,14.78452,-18.99581,80.37925
SOM,SO,Somalia,SO19,Galgaduud,,,,,1,SO19,Galgaduud,marmay,67.16929,19.64059,136.33421
SOM,SO,Somalia,SO20,Hiraan,,,,,1,SO20,Hiraan,marmay,61.24772,-19.62332,146.97342
SOM,SO,Somalia,SO21,Middle Shabelle,,,,,1,SO21,Middle Shabelle,marmay,10.19488,-28.02652,59.52296
SOM,SO,Somalia,SO22,Banadir,,,,,1,SO22,Banadir,marmay,-24.41809,-30.41377,-17.93172
SOM,SO,Somalia,SO23,Lower Shabelle,,,,,1,SO23,Lower Shabelle,marmay,-1.07521,-57.69675,66.13525
SOM,SO,Somalia,SO24,Bay,,,,,1,SO24,Bay,marmay,46.2077,-44.89644,133.24406
SOM,SO,Somalia,SO25,Bakool,,,,,1,SO25,Bakool,marmay,68.24749,11.13632,128.17896
SOM,SO,Somalia,SO26,Gedo,,,,,1,SO26,Gedo,marmay,69.13716,5.88763,149.1931
SOM,SO,Somalia,SO27,Middle Juba,,,,,1,SO27,Middle Juba,marmay,53.17148,-15.52988,118.02795
SOM,SO,Somalia,SO28,Lower Juba,,,,,1,SO28,Lower Juba,marmay,26.9609,-46.78308,124.19623
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010101,Tahtay Adiyabo,3,ET010101,Tahtay Adiyabo,octdec,18.53799,10.10415,29.82261
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010102,Laelay Adiabo,3,ET010102,Laelay Adiabo,octdec,20.41602,13.92103,27.42335
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010103,Zana,3,ET010103,Zana,octdec,34.13395,30.34395,38.97939
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010104,Tahtay Koraro,3,ET010104,Tahtay Koraro,octdec,24.88961,17.34703,32.51924
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010105,Asgede,3,ET010105,Asgede,octdec,18.47167,11.235,29.01208
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010106,Tselemti,3,ET010106,Tselemti,octdec,36.11583,13.02715,47.77878
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010107,Sheraro town,3,ET010107,Sheraro town,octdec,13.50871,12.63114,14.05969
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010108,Indasilassie town,3,ET010108,Indasilassie town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010109,Selekleka,3,ET010109,Selekleka,octdec,28.16205,21.43349,33.32168
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010110,Seyemti Adyabo,3,ET010110,Seyemti Adyabo,octdec,27.24468,19.32965,36.0469
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010111,Adi Daero,3,ET010111,Adi Daero,octdec,18.93085,18.56964,19.29206
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010112,Adi Hageray,3,ET010112,Adi Hageray,octdec,20.98929,11.50406,49.2742
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010113,Tsimbla,3,ET010113,Tsimbla,octdec,30.67053,20.24539,37.59345
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010114,Endabaguna town,3,ET010114,Endabaguna town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010115,Dima (TG),3,ET010115,Dima (TG),octdec,30.56152,21.31724,39.25658
ETH,ET,Ethiopia,ET01,Tigray,ET0101,North Western,ET010116,May Tsebri town,3,ET010116,May Tsebri town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010201,Chila,3,ET010201,Chila,octdec,25.19594,21.76584,32.01225
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010202,Aheferom,3,ET010202,Aheferom,octdec,22.35026,20.06445,23.94622
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010203,Edaga arbi,3,ET010203,Edaga arbi,octdec,23.73524,19.6988,30.16132
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010204,Adwa,3,ET010204,Adwa,octdec,23.31855,18.95156,28.93764
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010205,Laelay Maychew,3,ET010205,Laelay Maychew,octdec,29.5233,24.7776,38.08128
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010206,Tahtay Mayechew,3,ET010206,Tahtay Mayechew,octdec,34.79332,26.46314,42.13314
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010207,Adet,3,ET010207,Adet,octdec,29.21332,18.95058,38.98901
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010208,Kola Temben,3,ET010208,Kola Temben,octdec,16.93117,10.97775,23.18958
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010209,Naeder,3,ET010209,Naeder,octdec,25.18173,19.5922,28.96019
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010210,Abergele (TG),3,ET010210,Abergele (TG),octdec,9.47431,2.82088,17.66339
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010211,Abi Adi town,3,ET010211,Abi Adi town,octdec,7.63167,7.63167,7.63167
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010212,Adwa town,3,ET010212,Adwa town,octdec,23.09003,23.09003,23.09003
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010213,Axum town,3,ET010213,Axum town,octdec,32.39091,32.39091,32.39091
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010214,Rama,3,ET010214,Rama,octdec,25.82887,15.85005,30.40149
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010215,Ahsea,3,ET010215,Ahsea,octdec,21.82072,18.81937,24.07408
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010216,Egela,3,ET010216,Egela,octdec,21.32886,19.06097,23.54256
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010217,Hahayle,3,ET010217,Hahayle,octdec,20.95616,19.22656,22.29146
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010218,Endafelasi,3,ET010218,Endafelasi,octdec,23.44589,15.19557,30.65532
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010219,Emba Sieneti,3,ET010219,Emba Sieneti,octdec,22.882,19.32254,28.44408
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010220,Enticho town,3,ET010220,Enticho town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010221,Keyhe tekli,3,ET010221,Keyhe tekli,octdec,12.84572,7.72822,18.58943
ETH,ET,Ethiopia,ET01,Tigray,ET0102,Central,ET010222,Tanqua Melashe,3,ET010222,Tanqua Melashe,octdec,6.04049,2.31135,12.71232
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010301,Gulo Mekeda,3,ET010301,Gulo Mekeda,octdec,18.53229,15.56962,25.22562
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010302,Erob,3,ET010302,Erob,octdec,9.7618,-4.53859,18.86877
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010303,Saesie,3,ET010303,Saesie,octdec,14.48857,6.8077,21.81563
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010304,Ganta Afeshum,3,ET010304,Ganta Afeshum,octdec,25.3609,18.1576,32.16891
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010305,Hawzen,3,ET010305,Hawzen,octdec,23.13568,13.49665,30.63886
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010306,Kelete Awelallo,3,ET010306,Kelete Awelallo,octdec,11.75402,6.06145,21.79484
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010307,Atsbi,3,ET010307,Atsbi,octdec,8.50212,0.1964,19.21268
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010308,Adigrat town,3,ET010308,Adigrat town,octdec,25.41888,25.41888,25.41888
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010309,Wukro town,3,ET010309,Wukro town,octdec,7.59816,7.59816,7.59816
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010310,Bizet,3,ET010310,Bizet,octdec,23.33283,21.72071,26.51528
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010311,Edaga Hamus town,3,ET010311,Edaga Hamus town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010312,Hawzen town,3,ET010312,Hawzen town,octdec,29.68092,29.68092,29.68092
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010313,Freweyni town,3,ET010313,Freweyni town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010314,Tsaeda Emba,3,ET010314,Tsaeda Emba,octdec,11.42398,5.91631,19.12295
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010315,Atsbi town,3,ET010315,Atsbi town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010316,Agulae,3,ET010316,Agulae,octdec,6.50737,0.91467,12.83998
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010317,Geraleta,3,ET010317,Geraleta,octdec,12.78721,7.34758,20.52366
ETH,ET,Ethiopia,ET01,Tigray,ET0103,Eastern,ET010318,Zala Anbesa town,3,ET010318,Zala Anbesa town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010401,Selewa,3,ET010401,Selewa,octdec,-3.42711,-9.18691,-0.34763
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010402,Bora (TG),3,ET010402,Bora (TG),octdec,-6.04293,-7.37027,-4.53801
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010403,Neqsege,3,ET010403,Neqsege,octdec,-4.83237,-9.18726,-0.53609
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010404,Emba Alaje,3,ET010404,Emba Alaje,octdec,-6.05699,-7.47286,-2.94986
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010405,Endamehoni,3,ET010405,Endamehoni,octdec,-12.18793,-20.44981,-5.52479
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010406,Raya Azebo,3,ET010406,Raya Azebo,octdec,-14.25853,-19.91549,-9.49978
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010407,Raya Alamata,3,ET010407,Raya Alamata,octdec,-11.94171,-14.80585,-8.2532
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010408,Ofla,3,ET010408,Ofla,octdec,-9.24957,-18.11197,-4.36456
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010409,Maichew town,3,ET010409,Maichew town,octdec,-10.61197,-10.61197,-10.61197
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010410,Korem town,3,ET010410,Korem town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010411,Alamata town,3,ET010411,Alamata town,octdec,-11.85381,-11.85381,-11.85381
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010412,Mekhoni town,3,ET010412,Mekhoni town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010413,Zata,3,ET010413,Zata,octdec,-4.55854,-9.71654,2.84114
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010414,Chercher,3,ET010414,Chercher,octdec,-12.74716,-14.89591,-9.79017
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010501,Kafta Humera,3,ET010501,Kafta Humera,octdec,25.39831,-1.05108,50.75642
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010502,Welkait,3,ET010502,Welkait,octdec,36.09174,19.39468,63.86335
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010503,Tsegede (TG),3,ET010503,Tsegede (TG),octdec,54.35872,9.25864,90.72003
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010504,Setit Humera,3,ET010504,Setit Humera,octdec,6.02452,5.33474,6.9418
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010505,May Kadra,3,ET010505,May Kadra,octdec,6.09572,-0.85768,13.61725
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010506,Dansha town,3,ET010506,Dansha town,octdec,22.21157,0.39402,48.9056
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010507,Awra (TG),3,ET010507,Awra (TG),octdec,51.34096,19.67991,68.52515
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010508,Korarit,3,ET010508,Korarit,octdec,22.82591,18.95007,30.30349
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010509,May Gaba,3,ET010509,May Gaba,octdec,26.35976,26.35976,26.35976
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010601,Saharti,3,ET010601,Saharti,octdec,3.3323,1.45941,4.83634
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010602,Enderta,3,ET010602,Enderta,octdec,1.51545,-2.08686,7.72718
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010603,Hintalo,3,ET010603,Hintalo,octdec,-2.68213,-6.10848,0.98074
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010604,Degua Temben,3,ET010604,Degua Temben,octdec,6.72106,4.78965,8.72048
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010605,Hagere Selam town,3,ET010605,Hagere Selam town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010606,Samre,3,ET010606,Samre,octdec,0.01569,-4.20905,2.77385
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010607,Adigudom,3,ET010607,Adigudom,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010608,Wajirat,3,ET010608,Wajirat,octdec,-7.48635,-14.48323,-3.06569
ETH,ET,Ethiopia,ET01,Tigray,ET0107,Mekelle,ET010701,Mekelle,3,ET010701,Mekelle,octdec,1.31146,-0.55194,4.6406
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020101,Dubti,3,ET020101,Dubti,octdec,-6.55546,-20.53949,-2.09947
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020102,Elidar,3,ET020102,Elidar,octdec,-2.88616,-11.4161,0.70757
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020103,Asayita,3,ET020103,Asayita,octdec,-3.25023,-13.2962,8.51381
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020104,Afambo,3,ET020104,Afambo,octdec,-1.46135,-7.36798,6.59674
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020105,Mile,3,ET020105,Mile,octdec,-9.19838,-21.32853,-3.62319
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020106,Chifra,3,ET020106,Chifra,octdec,-25.32317,-37.24078,-17.85955
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020107,Dubti town,3,ET020107,Dubti town,octdec,,,
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020108,Kori,3,ET020108,Kori,octdec,-6.08226,-9.57479,-2.98959
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020109,Adar,3,ET020109,Adar,octdec,-21.09436,-33.48747,-9.96539
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020110,Gerani,3,ET020110,Gerani,octdec,0.90982,-7.0346,15.71125
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020111,Asayita town,3,ET020111,Asayita town,octdec,1.16302,-1.54319,3.86923
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020198,Samera Logiya town,3,ET020198,Samera Logiya town,octdec,-4.22786,-4.29756,-4.15816
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020201,Erebti,3,ET020201,Erebti,octdec,-8.29354,-13.05547,2.17023
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020202,Kunneba,3,ET020202,Kunneba,octdec,4.19611,-1.08186,10.82941
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020203,Abaala,3,ET020203,Abaala,octdec,-2.97128,-9.70234,2.11432
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020204,Megale,3,ET020204,Megale,octdec,-13.01719,-16.48681,-6.78985
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020205,Berahile,3,ET020205,Berahile,octdec,0.26463,-7.76704,9.2139
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020206,Dalol,3,ET020206,Dalol,octdec,4.47985,-6.65811,13.80832
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020207,Afdera,3,ET020207,Afdera,octdec,-5.59659,-11.3495,2.33633
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020208,Bidu,3,ET020208,Bidu,octdec,-4.76578,-9.10103,0.03535
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020209,Abaala town,3,ET020209,Abaala town,octdec,-1.1852,-1.36069,-1.00237
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020301,Amibara,3,ET020301,Amibara,octdec,13.09971,-0.87104,26.6006
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020302,Awash,3,ET020302,Awash,octdec,18.4478,9.7052,24.7854
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020303,Gewane,3,ET020303,Gewane,octdec,-11.80018,-25.58663,-2.29844
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020304,Dulecha,3,ET020304,Dulecha,octdec,2.34758,-6.33962,12.61284
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020305,Gelalu,3,ET020305,Gelalu,octdec,-9.66962,-15.78192,-3.61726
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020306,Arguba,3,ET020306,Arguba,octdec,3.66371,-3.05256,10.67244
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020307,Hanruka,3,ET020307,Hanruka,octdec,-4.17037,-11.46523,7.79534
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020396,Awash town,3,ET020396,Awash town,octdec,,,
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020401,Awra (AF),3,ET020401,Awra (AF),octdec,-15.89805,-26.98217,-8.34631
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020402,Euwa,3,ET020402,Euwa,octdec,-21.22555,-32.74957,-13.2259
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020403,Teru,3,ET020403,Teru,octdec,-10.13015,-18.89074,-3.53366
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020404,Yalo,3,ET020404,Yalo,octdec,-14.96295,-19.08148,-11.63686
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020405,Gulina,3,ET020405,Gulina,octdec,-20.17393,-26.51506,-14.59682
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020501,Telalek,3,ET020501,Telalek,octdec,-24.37197,-31.29039,-19.86611
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020502,Samurobi,3,ET020502,Samurobi,octdec,-2.57461,-6.18806,1.18059
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020503,Dawe,3,ET020503,Dawe,octdec,-22.81843,-27.32213,-17.61717
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020504,Dalefage,3,ET020504,Dalefage,octdec,-21.02761,-29.04222,-17.09337
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020505,Hadelela,3,ET020505,Hadelela,octdec,-12.48964,-19.59425,-3.4321
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030101,Addi Arekay,3,ET030101,Addi Arekay,octdec,48.84228,34.28469,71.4649
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030102,Beyeda,3,ET030102,Beyeda,octdec,36.94616,15.22311,58.89782
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030103,Janamora,3,ET030103,Janamora,octdec,47.26285,25.70399,64.53768
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030104,Debark,3,ET030104,Debark,octdec,64.77892,44.71738,85.7399
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030105,Dabat,3,ET030105,Dabat,octdec,88.88471,66.9616,120.65913
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030106,Dabat town,3,ET030106,Dabat town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030119,Telemt,3,ET030119,Telemt,octdec,30.26762,7.06453,62.94653
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030198,Debark town,3,ET030198,Debark town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030201,Ebenat,3,ET030201,Ebenat,octdec,53.61537,26.09251,80.40294
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030202,Libokemekem,3,ET030202,Libokemekem,octdec,59.96049,35.30829,70.06345
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030203,Fogera,3,ET030203,Fogera,octdec,81.12055,56.30521,105.4836
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030204,Farta,3,ET030204,Farta,octdec,76.86924,58.40549,94.56017
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030205,Lay Gayint,3,ET030205,Lay Gayint,octdec,27.23793,14.06398,54.52911
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030206,Tach Gayint,3,ET030206,Tach Gayint,octdec,9.10792,-0.45071,22.00037
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030207,Semada,3,ET030207,Semada,octdec,22.29755,-3.24383,53.11131
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030208,East Esite,3,ET030208,East Esite,octdec,55.46697,34.92215,74.82533
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030209,Dera (AM),3,ET030209,Dera (AM),octdec,69.15819,47.63545,93.30766
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030210,Debre Tabor town,3,ET030210,Debre Tabor town,octdec,81.46807,73.39164,89.20239
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030211,Andabet/ West Esite,3,ET030211,Andabet/ West Esite,octdec,61.23589,47.01984,80.09137
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030212,Guna Begemider,3,ET030212,Guna Begemider,octdec,52.78811,30.57602,71.24319
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030213,Mena Meketewa,3,ET030213,Mena Meketewa,octdec,43.99435,27.15588,68.52866
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030214,Sede Muja,3,ET030214,Sede Muja,octdec,4.91906,-7.21359,23.69723
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030215,Nefas Mewicha town,3,ET030215,Nefas Mewicha town,octdec,21.30228,21.30228,21.30228
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030216,Wegeda town,3,ET030216,Wegeda town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030217,Ebenat town,3,ET030217,Ebenat town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030218,Hamusit town,3,ET030218,Hamusit town,octdec,,,
